Date,ISO_Year,ISO_Week,Year_Week,Total_K,Menthol_K,Mint_K,AllOther_K,Tobacco_K,ClearCooling_K,Unknown_K
28-01-2024,2024,4,2024-W04,5623.166488,1501.945431,426.7840513,2569.399068,990.7310792,57.11836611,40.98599277
04-02-2024,2024,5,2024-W05,5626.317707,1498.232204,424.3581662,2578.928278,994.9986064,56.17698654,41.0134103
11-02-2024,2024,6,2024-W06,5656.136529,1498.825808,423.9618425,2608.477874,1003.083969,55.72684613,41.49096118
18-02-2024,2024,7,2024-W07,5694.379276,1500.996557,424.89594,2643.194781,1011.186346,55.67780122,42.10963575
25-02-2024,2024,8,2024-W08,5763.67328,1507.465878,424.4819775,2708.214156,1032.782667,53.82429747,41.69650258
03-03-2024,2024,9,2024-W09,5766.542078,1504.160288,424.8344737,2712.49868,1030.083659,54.48951309,42.72480879
10-03-2024,2024,10,2024-W10,5749.332212,1498.04157,425.2932906,2700.087574,1022.852322,55.18438758,43.50201548
17-03-2024,2024,11,2024-W11,5720.452431,1490.332264,425.3902582,2679.19959,1014.281352,56.00180186,44.17667315
24-03-2024,2024,12,2024-W12,5710.045524,1484.567931,424.9670419,2665.896436,1000.775925,57.14515862,46.14583766
31-03-2024,2024,13,2024-W13,5683.029558,1477.878494,425.3852777,2651.142393,998.7266987,57.79927738,46.23241305
07-04-2024,2024,14,2024-W14,5661.503406,1471.767858,424.9978908,2642.976306,999.5298084,58.62425038,46.27745494
14-04-2024,2024,15,2024-W15,5645.421512,1465.785717,424.6497896,2639.984864,1000.967567,59.33131362,46.24429435
21-04-2024,2024,16,2024-W16,5604.976881,1460.745835,425.2434168,2618.061341,1007.905657,60.25186878,45.9556505
28-04-2024,2024,17,2024-W17,5598.756372,1453.385943,424.7199178,2621.306006,1004.135437,60.74648994,46.13642988
05-05-2024,2024,18,2024-W18,5597.02192,1446.07626,424.8883364,2626.670285,997.7807177,60.99202713,46.33526085
12-05-2024,2024,19,2024-W19,5599.244827,1439.791961,425.1483291,2633.962368,990.1781885,61.30961415,46.57265876
19-05-2024,2024,20,2024-W20,5584.129759,1422.139384,424.6835017,2632.84949,980.4557377,60.60716667,47.02318625
26-05-2024,2024,21,2024-W21,5593.002252,1421.115373,425.0853076,2643.40328,974.619952,61.46346758,47.16107084
02-06-2024,2024,22,2024-W22,5604.533857,1424.218991,425.1739792,2655.322499,971.7243301,62.90352989,47.21323435
09-06-2024,2024,23,2024-W23,5618.334133,1432.526253,425.0572115,2668.424731,973.1999803,65.02583585,47.10250856
16-06-2024,2024,24,2024-W24,22600,5800,1700,10800,3900,280.4,187.5
